batch_number,gets,puts,get_ratio,put_ratio
879,9934,0,1.0,0.0
880,9933,0,1.0,0.0
881,9930,0,1.0,0.0
882,9955,0,1.0,0.0
883,9955,0,1.0,0.0
884,9938,0,1.0,0.0
885,9941,0,1.0,0.0
886,9946,0,1.0,0.0
887,9937,0,1.0,0.0
888,9939,0,1.0,0.0
889,9931,0,1.0,0.0
890,9957,0,1.0,0.0
891,9934,0,1.0,0.0
892,9912,0,1.0,0.0
893,9943,0,1.0,0.0
894,9935,0,1.0,0.0
895,9927,0,1.0,0.0
896,9929,0,1.0,0.0
897,9898,0,1.0,0.0
898,9926,0,1.0,0.0
899,9922,0,1.0,0.0
900,9932,0,1.0,0.0
901,9897,0,1.0,0.0
902,9864,0,1.0,0.0
903,9954,0,1.0,0.0
904,9942,0,1.0,0.0
905,9923,0,1.0,0.0
906,9924,0,1.0,0.0
907,9899,0,1.0,0.0
908,9927,0,1.0,0.0
909,9913,0,1.0,0.0
910,9958,0,1.0,0.0
911,9908,0,1.0,0.0
912,9940,0,1.0,0.0
913,9913,0,1.0,0.0
914,9895,0,1.0,0.0
915,9945,0,1.0,0.0
916,9921,0,1.0,0.0
917,9947,0,1.0,0.0
918,9931,0,1.0,0.0
919,9911,0,1.0,0.0
